id,focus,signal,slack,drag,confidence,score,lane
l001,move ordering,35,33,6,25,201,ship
l002,search width,35,34,6,55,233,ship
l003,endgame risk,35,35,6,85,265,ship
l004,position pressure,35,36,18,25,147,watch
l005,move ordering,35,37,18,55,179,ship
l006,search width,35,38,18,85,211,ship
l007,endgame risk,35,39,34,25,73,hold
l008,position pressure,35,40,34,55,105,hold
l009,move ordering,35,41,34,85,137,watch
l010,search width,60,42,6,25,319,ship
l011,endgame risk,60,43,6,55,351,ship
l012,position pressure,60,44,6,85,383,ship
l013,move ordering,60,45,18,25,265,ship
l014,search width,60,46,18,55,297,ship
l015,endgame risk,60,47,18,85,329,ship
l016,position pressure,60,48,34,25,191,ship
l017,move ordering,60,32,34,55,189,ship
l018,search width,60,33,34,85,221,ship
l019,endgame risk,85,34,6,25,403,ship
l020,position pressure,85,35,6,55,435,ship
l021,move ordering,85,36,6,85,467,ship
l022,search width,85,37,18,25,349,ship
l023,endgame risk,85,38,18,55,381,ship
l024,position pressure,85,39,18,85,413,ship
l025,move ordering,85,40,34,25,275,ship
l026,search width,85,41,34,55,307,ship
l027,endgame risk,85,42,34,85,339,ship
